rabbits,height, prec, temp, month, year
2,1,10.160000,14.233356,-0.727270
1,1,5.080000,13.256111,11.416690
2,1,2.549439,16.402004,15.606927
1,1,26.470829,17.862776,17.629712
1,1,71.878713,14.165686,25.324885
1,1,107.403783,13.271338,23.521368
2,1,107.169457,10.306383,23.438233
3,1,108.556194,8.282932,23.898977
4,1,106.855639,7.535973,21.601872
5,1,100.536121,9.993418,9.999665
6,1,98.068762,7.776548,11.688124
7,1,98.743546,12.054556,8.403990
8,1,102.205438,16.621578,12.837986
9,1,91.212824,17.777853,11.172121
10,1,105.686272,17.303108,23.196695
1,1,103.918822,16.280487,27.994830
2,1,108.248054,14.928303,26.792861
3,1,103.488664,9.279138,21.391640
4,1,96.710560,9.208113,27.789052
5,1,100.034388,6.678980,19.533619
6,1,87.650813,8.414058,17.161681
7,1,90.210724,9.646575,9.134191
8,1,106.632871,14.968582,6.267509
9,1,97.362468,13.899692,9.047521
10,1,77.577881,16.855579,15.437351
11,1,65.055738,17.463140,23.608059
12,1,83.916544,15.072064,26.340955
13,1,58.949251,13.749618,26.062236
1,1,27.088158,12.752119,25.686073
1,1,25.968110,8.075066,22.124825
2,1,25.227048,8.057731,23.750992
3,1,28.981123,6.436296,9.926908
4,1,25.410808,9.554466,5.803443
1,1,25.521703,14.919291,4.010141
1,1,24.895154,14.832394,5.863959
2,1,23.025901,15.914967,11.611231
3,1,20.351338,16.568649,12.990879
4,1,42.313037,15.388775,25.476286
5,1,70.581700,12.908123,27.126346
6,1,59.935663,10.807923,27.434951
7,1,45.351500,8.307014,25.565605
8,1,28.045623,9.856022,19.631721
9,1,9.155059,9.620081,12.034738
8,1,11.269198,10.617883,8.042124
7,1,19.011415,11.811750,4.681810
7,1,8.506646,16.006668,5.601563
1,1,0.000000,15.497125,18.103621
0,1,0.000000,14.645362,20.582161
0,1,40.250448,14.514373,25.804689
1,1,62.561637,13.063433,25.121273
2,1,61.706699,11.173324,30.603002
3,1,59.223885,9.337816,20.498127
1,1,51.634440,9.268978,15.462663
2,1,67.617874,9.011766,15.501094
1,1,103.138811,7.595488,10.524584
1,1,117.983661,13.607295,7.703154
1,1,130.288511,14.676093,10.319057
2,1,134.628129,15.972397,11.466548
1,1,150.346773,16.954216,17.825105
2,1,176.231665,16.684065,19.187359
3,1,210.550443,13.310518,21.554332
4,1,233.760751,11.099190,23.267322
5,1,239.356708,10.013491,22.092692
1,1,233.456409,9.175263,15.721183
2,1,241.768809,8.948933,13.407866
3,1,276.903273,10.808147,12.361556
